concept,layer,domain,quadrant,synset_count,child_count,sibling_count,est_f1_ceiling,issue_count,issues,probe_grade,probe_f1
ColorblindHarm,3,MindsAndAgents,A,0,0,3,0.88,0,,,
CommandInjectionAttack,3,CreatedThings,A,1,0,3,0.88,0,,,
CommercialFarm,3,MindsAndAgents,B,1,1,20,0.83,0,,,
CommercialService,3,MindsAndAgents,B,6,2,22,0.83,0,,,
CommitmentRitual,3,MindsAndAgents,A,1,0,8,0.88,0,,,
Committing,3,MindsAndAgents,B,50,5,13,0.83,1,combined(critical),,
CommodoreWheel,3,CreatedThings,A,1,0,1,0.88,0,,,
CommunicationAppliance,3,CreatedThings,B,1,3,18,0.83,0,,,
CommunicationDevice,3,CreatedThings,B,5,18,33,0.83,1,dense_siblings(medium),,
CompactionMechanism,3,CreatedThings,A,1,0,5,0.88,0,,,
Comparing,3,MindsAndAgents,B,50,0,11,0.83,1,combined(critical),,
Compartmentalization,3,MindsAndAgents,A,1,0,3,0.88,0,,,
ComplexityClass,3,Information,B,1,0,14,0.83,0,,,
ComplexNumber,3,PhysicalWorld,A,2,0,3,0.88,0,,,
ComposingMusic,3,MindsAndAgents,C,6,0,17,0.76,2,true_polysemy(medium); combined(critical),,
CompositeUnitOfMeasure,3,PhysicalWorld,A,1,6,6,0.88,0,,,
CompositionRelation,3,Information,A,1,0,0,0.88,0,,,
CompoundSubstance,3,PhysicalWorld,D,50,34,6,0.85,2,true_polysemy(medium); dense_siblings(high),,
ComputationalProblem,3,Information,B,1,2,14,0.83,0,,,
ComputationalSystem,3,CreatedThings,B,1,5,18,0.83,0,,,
Computer,3,MindsAndAgents,B,17,4,81,0.83,0,,,
ComputerHardware,3,CreatedThings,B,8,5,51,0.83,0,,,
ComputerKeyboard,3,CreatedThings,A,1,0,0,0.88,0,,,
ComputerPassword,3,Information,B,1,0,13,0.83,0,,,
ComputerPathAttribute,3,Information,A,1,7,0,0.88,0,,,
ComputerProgramming,3,MindsAndAgents,B,3,0,17,0.83,0,,,
ComputerScience,3,PhysicalWorld,B,6,0,19,0.83,0,,,
ComputerScreen,3,CreatedThings,B,1,1,81,0.83,0,,,
ConceptManifoldReasoningProcess,3,MindsAndAgents,A,1,0,1,0.88,0,,,
ConceptTraversalProcess,3,MindsAndAgents,A,1,0,2,0.88,0,,,
ConceptualNetwork,3,Information,A,1,1,6,0.88,0,,,
CondominiumBuilding,3,CreatedThings,A,1,0,5,0.88,0,,,
Confabulation,3,MindsAndAgents,A,1,0,3,0.88,0,,,
ConfidenceInterval,3,Information,B,1,0,13,0.83,0,,,
ConfidenceRepresentation,3,Information,B,1,0,12,0.83,0,,,
Confining,3,MindsAndAgents,D,22,1,1,0.85,1,true_polysemy(medium),,
ConfirmationBias,3,MindsAndAgents,A,0,0,2,0.88,0,,,
ConnectedComponent,3,Information,A,1,0,2,0.88,0,,,
Conotoxin,3,PhysicalWorld,B,1,0,23,0.83,0,,,
ConsequentialistReasoning,3,MindsAndAgents,A,1,0,4,0.88,0,,,
ConsequentialistTheory,3,Information,A,1,0,4,0.88,0,,,
ConsolidationProcess,3,MindsAndAgents,A,1,0,1,0.88,0,,,
ConstitutionDocument,3,Information,B,1,0,16,0.83,0,,,
Constructing,3,MindsAndAgents,C,44,0,10,0.76,2,true_polysemy(medium); combined(critical),,
Container,3,CreatedThings,A,50,27,4,0.88,1,dense_siblings(medium),,
ContextWindow,3,CreatedThings,A,1,0,5,0.88,0,,,
Continent,3,PhysicalWorld,B,12,0,26,0.83,0,,,
ContinentalMargin,3,PhysicalWorld,A,1,0,3,0.88,0,,,
ContinentalShelf,3,PhysicalWorld,A,1,0,3,0.88,0,,,
ContractualistTheory,3,Information,A,1,0,4,0.88,0,,,
ControlledSubstance,3,PhysicalWorld,B,1,4,32,0.83,0,,,
Controller,3,CreatedThings,B,6,2,33,0.83,0,,,
ConventionCenter,3,CreatedThings,A,1,0,1,0.88,0,,,
CookerPad,3,CreatedThings,B,1,1,19,0.83,0,,,
Cooking,3,MindsAndAgents,C,50,6,10,0.76,2,true_polysemy(medium); combined(critical),,
CookingOven,3,CreatedThings,A,1,0,9,0.88,0,,,
CookingRange,3,CreatedThings,A,1,0,9,0.88,0,,,
CoolingSystem,3,CreatedThings,B,1,0,12,0.83,0,,,
Copying,3,MindsAndAgents,B,2,0,10,0.83,0,,,
Coral,3,LivingThings,D,13,0,3,0.85,1,true_polysemy(medium),,
CoreReasoningPattern,3,Information,B,0,0,32,0.83,0,,,
Coronation,3,MindsAndAgents,D,3,0,5,0.85,1,true_polysemy(medium),,
CorporateControlledAI,3,MindsAndAgents,A,1,0,6,0.88,0,,,
Correspondence,3,CreatedThings,A,1,3,6,0.88,0,,,
Corresponding,3,MindsAndAgents,B,1,0,13,0.83,0,,,
CosmicHorrorProjection,3,Information,B,0,0,32,0.83,0,,,
Cotton,3,LivingThings,B,5,0,15,0.83,0,,,
CottonFabric,3,CreatedThings,B,4,0,10,0.83,0,,,
CounterfactualSimulation,3,MindsAndAgents,A,0,0,2,0.88,0,,,
County,3,MindsAndAgents,B,24,0,33,0.83,0,,,
Courtyard,3,CreatedThings,B,1,0,61,0.83,0,,,
CoverIdentity,3,Information,A,1,0,5,0.88,0,,,
Crane,3,CreatedThings,A,4,0,1,0.88,0,,,
Crankcase,3,PhysicalWorld,A,1,0,8,0.88,0,,,
Crater,3,PhysicalWorld,A,2,0,8,0.88,0,,,
Crawling,3,PhysicalWorld,B,1,0,52,0.83,0,,,
CreditUnion,3,MindsAndAgents,A,1,0,2,0.88,0,,,
Crematorium,3,MindsAndAgents,B,1,0,20,0.83,0,,,
CrossImpactAnalysis,3,MindsAndAgents,A,0,0,1,0.88,0,,,
Crushing,3,PhysicalWorld,D,4,1,0,0.85,1,true_polysemy(medium),,
CryptographicEntity,3,Information,A,1,4,5,0.88,0,,,
CrystallineStructure,3,Information,A,1,2,0,0.88,0,,,
CSGas,3,PhysicalWorld,B,1,0,32,0.83,0,,,
CultivatedLandArea,3,PhysicalWorld,C,16,3,26,0.76,2,true_polysemy(medium); combined(critical),,
Curb,3,CreatedThings,B,1,0,61,0.83,0,,,
Curling,3,CreatedThings,B,1,0,34,0.83,0,,,
CurrencyExchangeService,3,MindsAndAgents,B,1,0,19,0.83,0,,,
Curtain,3,CreatedThings,B,2,0,10,0.83,0,,,
Cutting,3,MindsAndAgents,D,50,2,0,0.85,1,true_polysemy(medium),,
Cyanobacteria,3,LivingThings,A,1,0,2,0.88,0,,,
Cycle,3,CreatedThings,B,1,1,12,0.83,0,,,
CycleRacing,3,CreatedThings,B,1,0,34,0.83,0,,,
Cytoplasm,3,LivingThings,B,8,0,11,0.83,0,,,
Cytoskeleton,3,LivingThings,B,1,0,11,0.83,0,,,
Dam,3,CreatedThings,B,6,0,61,0.83,0,,,
DanceHall,3,CreatedThings,B,1,1,61,0.83,0,,,
Dancing,3,PhysicalWorld,B,50,0,27,0.83,0,,,
Data,3,Information,B,1,1,14,0.83,0,,,
DataAgent,3,Information,A,1,2,7,0.88,0,,,
Database,3,CreatedThings,A,1,1,3,0.88,0,,,
DatasetRepresentationState,3,Information,B,0,4,32,0.83,0,,,
DataStructure,3,Information,B,1,0,14,0.83,0,,,
DataSubject,3,Information,A,1,0,7,0.88,0,,,
DCPowerSource,3,CreatedThings,A,1,1,4,0.88,0,,,
DeathCertificate,3,Information,B,1,0,12,0.83,0,,,
Debating,3,MindsAndAgents,C,12,0,17,0.76,2,true_polysemy(medium); combined(critical),,
Deboarding,3,PhysicalWorld,B,1,0,25,0.83,0,,,
Decelerating,3,PhysicalWorld,B,2,0,26,0.83,0,,,
December,3,PhysicalWorld,B,1,0,11,0.83,0,,,
DeceptiveAlignment,3,MindsAndAgents,A,1,0,2,0.88,0,,,
DeceptiveSpeechAct,3,MindsAndAgents,B,1,4,14,0.83,0,,,
DeceptiveStatement,3,MindsAndAgents,B,1,7,14,0.83,0,,,
DecimalDigitString,3,Information,B,1,2,13,0.83,0,,,
DecisionBoundary,3,Information,A,1,0,0,0.88,0,,,
Declaring,3,MindsAndAgents,C,50,10,13,0.76,3,true_polysemy(medium); dense_siblings(medium); combined(critical),,
DecorativeLighting,3,CreatedThings,A,1,1,1,0.88,0,,,
DecorativeLightString,3,CreatedThings,B,1,0,86,0.83,0,,,
DeductiveArgument,3,Information,A,1,3,4,0.88,0,,,
DeductiveInference,3,MindsAndAgents,A,1,0,6,0.88,0,,,
DeductiveReasoning,3,MindsAndAgents,A,1,0,2,0.88,0,,,
DeepFryer,3,CreatedThings,B,1,0,90,0.83,0,,,
DefensiveManeuver,3,MindsAndAgents,C,3,0,11,0.76,2,true_polysemy(medium); combined(critical),,
DeflectionProcess,3,MindsAndAgents,A,1,5,4,0.88,0,,,
Defoliant,3,PhysicalWorld,A,1,0,6,0.88,0,,,
Defrauding,3,MindsAndAgents,A,1,0,6,0.88,0,,,
DeliveringWeaponOfMassDestruction,3,MindsAndAgents,B,1,0,10,0.83,0,,,
Delta,3,PhysicalWorld,B,1,0,22,0.83,0,,,
DeltoidMuscle,3,LivingThings,B,1,0,11,0.83,0,,,
Demonstrating,3,MindsAndAgents,A,11,3,3,0.88,0,,,
DensityField,3,Information,A,1,0,6,0.88,0,,,
DentalPractice,3,MindsAndAgents,B,1,0,20,0.83,0,,,
DeonticConstraintReasoning,3,MindsAndAgents,A,1,0,4,0.88,0,,,
DeontologicalTheory,3,Information,A,1,0,4,0.88,0,,,
Department,3,MindsAndAgents,A,1,0,0,0.88,0,,,
DependencyOrSpecialSovereigntyArea,3,MindsAndAgents,B,5,1,10,0.83,0,,,
DependencyPoisoningAttack,3,CreatedThings,A,1,0,1,0.88,0,,,
Depressant,3,PhysicalWorld,B,3,4,32,0.83,0,,,
Descriptor,3,Information,B,1,2,16,0.83,0,,,
DescriptorPart,3,Information,B,1,1,16,0.83,0,,,
Desert,3,PhysicalWorld,B,35,0,26,0.83,0,,,
Desertification,3,PhysicalWorld,B,1,0,22,0.83,0,,,
DesignPatternAttribute,3,Information,A,1,3,4,0.88,0,,,
Desire,3,Information,B,1,0,12,0.83,0,,,
DetectionFootprint,3,Information,A,1,0,2,0.88,0,,,
DetectionSignal,3,Information,A,1,80,5,0.88,1,dense_siblings(high),,
Detergent,3,PhysicalWorld,B,4,0,24,0.83,0,,,
DevelopingWeaponOfMassDestruction,3,MindsAndAgents,B,1,1,10,0.83,0,,,
DevelopmentalAttribute,3,Information,D,9,0,8,0.85,1,true_polysemy(medium),,
DiagnosticProcess,3,MindsAndAgents,D,50,4,9,0.85,1,true_polysemy(medium),,
Diamond,3,PhysicalWorld,A,1,0,5,0.88,0,,,
DifferentialEquation,3,Information,A,1,4,3,0.88,0,,,
DiffractionPattern,3,Information,A,1,0,6,0.88,0,,,
DigitalData,3,Information,B,3,13,13,0.83,1,dense_siblings(medium),,
DimensionalityReductionProcess,3,MindsAndAgents,A,1,0,5,0.88,0,,,
Dimercaprol,3,PhysicalWorld,B,1,0,32,0.83,0,,,
DiplomaticOrganization,3,MindsAndAgents,B,1,3,10,0.83,0,,,
DipSlipFault,3,PhysicalWorld,A,1,2,1,0.88,0,,,
DirectActionActivity,3,MindsAndAgents,B,1,9,14,0.83,0,,,
DirectedGraph,3,Information,A,1,2,6,0.88,0,,,
Directing,3,MindsAndAgents,B,50,4,13,0.83,1,combined(critical),,
DirectionalAttribute,3,Information,A,50,0,3,0.88,0,,,
DisabilityLeave,3,MindsAndAgents,A,1,0,2,0.88,0,,,
Disappearing,3,PhysicalWorld,B,5,0,25,0.83,1,combined(critical),,
DiscourseCoherenceProcess,3,MindsAndAgents,A,1,0,4,0.88,0,,,
Discovering,3,MindsAndAgents,D,8,1,9,0.85,1,true_polysemy(medium),,
DiseaseOrSyndrome,3,Information,A,50,20,8,0.88,1,dense_siblings(medium),,
Dish,3,CreatedThings,A,13,0,4,0.88,0,,,
Dishwasher,3,CreatedThings,B,1,0,89,0.83,0,,,
DisinformationCampaign,3,MindsAndAgents,A,1,0,8,0.88,0,,,
Dismounting,3,PhysicalWorld,B,1,0,27,0.83,0,,,
DisplacementHullWaterVehicle,3,CreatedThings,B,1,1,16,0.83,0,,,
DisseminateProducts,3,MindsAndAgents,A,1,0,8,0.88,0,,,
DistancingFrame,3,MindsAndAgents,B,0,0,14,0.83,0,,,
DistributedEmbodiment,3,Information,A,1,0,7,0.88,0,,,
DistributedSystem,3,CreatedThings,A,1,0,3,0.88,0,,,
Diuretic,3,PhysicalWorld,B,7,2,32,0.83,0,,,
Diving,3,CreatedThings,C,2,1,34,0.76,2,true_polysemy(medium); combined(critical),,
Documentary,3,Information,A,1,0,9,0.88,0,,,
DocumentCategory,3,Information,A,1,0,0,0.88,0,,,
Doll,3,CreatedThings,A,8,2,1,0.88,0,,,
DomesticCat,3,LivingThings,D,21,1,8,0.85,1,true_polysemy(medium),,
DomesticDog,3,LivingThings,A,50,4,8,0.88,0,,,
Doorway,3,CreatedThings,B,1,0,61,0.83,0,,,
Dormitory,3,CreatedThings,A,1,0,6,0.88,0,,,
Dough,3,PhysicalWorld,B,2,0,24,0.83,0,,,
Downloading,3,MindsAndAgents,A,1,0,6,0.88,0,,,
DoxasticAttitude,3,Information,A,1,4,9,0.88,0,,,
DragonWeapon,3,CreatedThings,A,1,0,7,0.88,0,,,
DramaticActing,3,MindsAndAgents,D,7,0,0,0.85,1,true_polysemy(high),,
DramaticDirecting,3,MindsAndAgents,B,2,0,13,0.83,0,,,
DramaticPlay,3,Information,A,8,1,2,0.88,0,,,
Drawing,3,MindsAndAgents,C,6,0,17,0.76,2,true_polysemy(medium); combined(critical),,
Drill,3,CreatedThings,A,5,0,4,0.88,0,,,
Dripping,3,PhysicalWorld,B,1,0,11,0.83,0,,,
DriveComponent,3,CreatedThings,B,2,1,33,0.83,0,,,
Driving,3,MindsAndAgents,C,18,1,14,0.76,2,true_polysemy(medium); combined(critical),,
Droplet,3,PhysicalWorld,A,1,0,1,0.88,0,,,
Drought,3,PhysicalWorld,B,1,0,22,0.83,0,,,
DryCleaningService,3,MindsAndAgents,B,1,0,19,0.83,0,,,
DurableGood,3,CreatedThings,B,1,5,18,0.83,0,,,
Ear,3,LivingThings,C,3,0,47,0.76,2,true_polysemy(medium); combined(critical),,
EarlyWarningAnalysis,3,MindsAndAgents,A,0,0,2,0.88,0,,,
Earthquake,3,PhysicalWorld,A,1,0,6,0.88,0,,,
EarthTremor,3,PhysicalWorld,D,5,1,7,0.85,1,true_polysemy(medium),,
Easel,3,CreatedThings,A,1,0,0,0.88,0,,,
EchoChamber,3,Information,A,1,0,7,0.88,0,,,
EconomicDevelopmentLevel,3,Information,A,1,3,2,0.88,0,,,
EconomicRelation,3,Information,A,1,0,9,0.88,0,,,
EconomicSystemAttribute,3,Information,A,1,0,2,0.88,0,,,
Edema,3,LivingThings,B,10,0,19,0.83,0,,,
EducationalFacility,3,CreatedThings,B,1,0,61,0.83,0,,,
EducationalProcess,3,MindsAndAgents,B,50,0,13,0.83,1,combined(critical),,
EFScaleAttribute,3,Information,A,1,0,2,0.88,0,,,
Elaborating,3,MindsAndAgents,B,1,0,13,0.83,0,,,
Election,3,MindsAndAgents,B,14,1,18,0.83,1,combined(critical),,
ElectricalCircuit,3,CreatedThings,B,20,4,80,0.83,0,,,
ElectricalComponent,3,CreatedThings,B,1,8,80,0.83,0,,,
ElectricalMotor,3,CreatedThings,B,1,2,81,0.83,0,,,
ElectricalPlug,3,CreatedThings,A,2,0,0,0.88,0,,,
ElectricBlanket,3,CreatedThings,B,1,0,91,0.83,0,,,
ElectricBlender,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricCanOpener,3,CreatedThings,B,1,0,82,0.83,0,,,
ElectricCoffeeMaker,3,CreatedThings,B,1,0,82,0.83,0,,,
ElectricCookerPad,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricExerciseTreadmill,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricFan,3,CreatedThings,B,1,3,80,0.83,0,,,
ElectricFootSpa,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricGrassMower,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricHeater,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricJuicer,3,CreatedThings,B,1,0,82,0.83,0,,,
ElectricKettle,3,CreatedThings,B,1,0,90,0.83,0,,,
ElectricLeafBlower,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricLightFixture,3,CreatedThings,B,1,4,82,0.83,0,,,
ElectricMotor,3,CreatedThings,B,5,0,80,0.83,0,,,
ElectricOven,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectricSpeakerDevice,3,CreatedThings,B,1,2,80,0.83,0,,,
ElectricToaster,3,CreatedThings,B,1,0,90,0.83,0,,,
ElectricWaterPurifier,3,CreatedThings,B,1,0,80,0.83,0,,,
ElectrifiedRailwayCar,3,CreatedThings,B,1,1,92,0.83,0,,,
Electrocardiogram,3,Information,A,1,0,7,0.88,0,,,
Electrolyte,3,PhysicalWorld,A,2,0,0,0.88,0,,,
Electromagnet,3,CreatedThings,B,1,1,81,0.83,0,,,
ElectronicDataStorageDevice,3,CreatedThings,A,1,3,6,0.88,0,,,
ElementalSubstance,3,PhysicalWorld,A,50,113,6,0.88,1,dense_siblings(high),,
Elephant,3,LivingThings,D,10,0,1,0.85,1,true_polysemy(medium),,
Elevator,3,CreatedThings,A,5,0,7,0.88,0,,,
ElNinoSouthernOscillation,3,PhysicalWorld,B,1,3,22,0.83,0,,,
EmbassyBuilding,3,CreatedThings,A,1,0,0,0.88,0,,,
EmbeddingSpace,3,Information,A,1,0,3,0.88,0,,,
EmbodiedAI,3,MindsAndAgents,A,1,0,4,0.88,0,,,
EmergencyRoadVehicle,3,CreatedThings,B,1,2,13,0.83,0,,,
EmergencyVehicle,3,CreatedThings,B,1,1,11,0.83,0,,,
EmotionalBehavioralProcess,3,LivingThings,B,1,6,10,0.83,0,,,
EmotionalBodilyMovementBehavior,3,PhysicalWorld,B,1,4,28,0.83,0,,,
EmotionalManipulationProcess,3,MindsAndAgents,B,1,4,10,0.83,0,,,
EmotionRepresentation,3,Information,B,1,0,12,0.83,0,,,
EmpiricalValidation,3,MindsAndAgents,A,1,0,6,0.88,0,,,
EncodingProcedure,3,Information,A,1,0,6,0.88,0,,,
Endomembrane,3,LivingThings,B,1,0,11,0.83,0,,,
EndTimesNarrative,3,MindsAndAgents,B,0,2,10,0.83,0,,,
Engine,3,CreatedThings,A,2,5,2,0.88,0,,,
Engineering,3,PhysicalWorld,C,3,0,19,0.76,2,true_polysemy(medium); combined(critical),,
EngineeringConnection,3,CreatedThings,B,1,2,33,0.83,0,,,
EngineersProcess,3,MindsAndAgents,A,1,0,2,0.88,0,,,
EngineGovernor,3,CreatedThings,A,1,0,1,0.88,0,,,
EntangledConceptPairs,3,Information,A,1,0,7,0.88,0,,,
Entering,3,PhysicalWorld,B,1,0,25,0.83,0,,,
EnteringAPin,3,MindsAndAgents,B,1,0,17,0.83,0,,,
Enterprise,3,MindsAndAgents,A,1,0,0,0.88,0,,,
EntertainmentAppliance,3,CreatedThings,B,1,4,13,0.83,0,,,
EntertainmentCompany,3,MindsAndAgents,B,1,0,20,0.83,0,,,
EnvironmentalIssue,3,Information,A,1,5,1,0.88,0,,,
EpistemicCompartmentalization,3,MindsAndAgents,A,1,0,5,0.88,0,,,
EpistemicHumility,3,Information,A,1,0,9,0.88,0,,,
EpistemicOverconfidence,3,Information,A,1,0,9,0.88,0,,,
EpistemicUncertainty,3,Information,A,1,0,9,0.88,0,,,
EpsilonToxin,3,PhysicalWorld,B,1,0,19,0.83,0,,,
Equitation,3,CreatedThings,B,6,0,34,0.83,0,,,
Erosion,3,PhysicalWorld,A,6,1,7,0.88,0,,,
Escaping,3,PhysicalWorld,B,3,0,25,0.83,0,,,
Espionage,3,MindsAndAgents,B,2,0,11,0.83,0,,,
EssentialistBelief,3,Information,B,0,0,32,0.83,0,,,
Estimator,3,Information,B,1,0,13,0.83,0,,,
EukaryoticCell,3,LivingThings,A,1,3,1,0.88,0,,,
EustachianTube,3,LivingThings,B,1,0,10,0.83,0,,,
EvasionPlanningProcess,3,MindsAndAgents,A,1,0,0,0.88,0,,,
Evening,3,PhysicalWorld,A,2,0,0,0.88,0,,,
EvidenceEvaluation,3,MindsAndAgents,A,1,0,5,0.88,0,,,
EvolutionaryGame,3,CreatedThings,A,1,0,0,0.88,0,,,
ExclusiveFishingZone,3,PhysicalWorld,A,1,0,6,0.88,0,,,
Excrement,3,PhysicalWorld,B,2,2,19,0.83,0,,,
ExecutiveService,3,MindsAndAgents,B,1,0,19,0.83,0,,,
ExfiltrationOperation,3,CreatedThings,A,1,0,3,0.88,0,,,
Exhaust,3,PhysicalWorld,B,1,1,23,0.83,0,,,
ExistentialQuestion,3,MindsAndAgents,B,0,0,14,0.83,0,,,
Exiting,3,PhysicalWorld,B,1,0,25,0.83,0,,,
Experimenting,3,MindsAndAgents,A,15,0,9,0.88,0,,,
Explanation,3,Information,A,8,0,8,0.88,0,,,
ExplanationGenerationProcess,3,MindsAndAgents,A,1,1,0,0.88,0,,,
Explosion,3,PhysicalWorld,D,7,1,6,0.85,1,true_polysemy(medium),,
Exporting,3,MindsAndAgents,B,1,0,24,0.83,0,,,
ExpressingApproval,3,MindsAndAgents,A,17,2,4,0.88,0,,,
ExpressingDisapproval,3,MindsAndAgents,A,36,1,4,0.88,0,,,
ExpressingFarewell,3,MindsAndAgents,A,1,0,4,0.88,0,,,
ExpressingInLanguage,3,MindsAndAgents,B,1,1,17,0.83,0,,,
ExtendedFishingZone,3,PhysicalWorld,A,1,0,6,0.88,0,,,
Extension,3,PhysicalWorld,B,2,0,27,0.83,0,,,
ExternalJustification,3,MindsAndAgents,A,1,0,3,0.88,0,,,
ExternalOutputPolicy,3,Information,B,0,0,32,0.83,0,,,
Eye,3,LivingThings,B,7,0,47,0.83,0,,,
EyeGlass,3,CreatedThings,A,3,0,2,0.88,0,,,
EyeIris,3,LivingThings,B,1,0,23,0.83,0,,,
EyeMotion,3,PhysicalWorld,B,6,2,27,0.83,0,,,
FabricIron,3,CreatedThings,B,1,0,91,0.83,0,,,
FacialExpression,3,MindsAndAgents,A,1,12,6,0.88,1,dense_siblings(medium),,
Fact,3,Information,A,4,0,1,0.88,0,,,
Factory,3,CreatedThings,B,1,0,61,0.83,0,,,
Falling,3,PhysicalWorld,C,7,2,29,0.76,2,true_polysemy(medium); combined(critical),,
FallingAsleep,3,LivingThings,B,2,0,10,0.83,0,,,
Fallout,3,PhysicalWorld,A,1,0,2,0.88,0,,,
FallSeason,3,PhysicalWorld,A,1,0,3,0.88,0,,,
FalsificationEvent,3,Information,A,1,0,8,0.88,0,,,
FanBelt,3,CreatedThings,A,1,0,0,0.88,0,,,
FanDevice,3,CreatedThings,A,4,2,5,0.88,0,,,
Farm,3,CreatedThings,B,4,1,61,0.83,0,,,
February,3,PhysicalWorld,B,1,0,11,0.83,0,,,
Feedback,3,Information,B,1,0,16,0.83,0,,,
FeelerGauge,3,CreatedThings,B,1,0,20,0.83,0,,,
Feline,3,LivingThings,D,41,4,3,0.85,1,true_polysemy(high),,
Fence,3,CreatedThings,B,4,0,61,0.83,0,,,
Fencing,3,CreatedThings,B,1,0,34,0.83,0,,,
Fentanyl,3,PhysicalWorld,B,1,0,32,0.83,0,,,
Fern,3,LivingThings,D,50,0,3,0.85,1,true_polysemy(high),,
Ferret,3,LivingThings,A,1,0,8,0.88,0,,,
FerryBoat,3,CreatedThings,B,1,0,16,0.83,0,,,
Fertilizer,3,PhysicalWorld,B,9,0,23,0.83,0,,,
FictionalProxyNarration,3,MindsAndAgents,B,0,0,14,0.83,0,,,
Field,3,PhysicalWorld,B,7,1,26,0.83,0,,,
FigureSkating,3,CreatedThings,B,1,0,34,0.83,0,,,
FileSystem,3,MindsAndAgents,A,1,0,8,0.88,0,,,
FilmMaking,3,MindsAndAgents,B,1,0,17,0.83,0,,,
FinancialAccount,3,Information,A,17,6,3,0.88,0,,,
FinancialCompany,3,MindsAndAgents,B,1,1,20,0.83,0,,,
FinancialInstrument,3,Information,C,12,9,12,0.76,2,true_polysemy(medium); combined(critical),,
FinancialSectorAttribute,3,Information,A,1,0,2,0.88,0,,,
Finger,3,LivingThings,A,2,1,0,0.88,0,,,
Fingerprint,3,Information,B,2,0,10,0.83,0,,,
FiniteLineInSpace,3,PhysicalWorld,A,1,0,0,0.88,0,,,
FiniteSet,3,Information,A,1,0,3,0.88,0,,,
Firearm,3,CreatedThings,A,3,2,2,0.88,0,,,
FirearmShot,3,CreatedThings,B,1,0,14,0.83,0,,,
FireBoat,3,CreatedThings,B,1,0,16,0.83,0,,,
FireFoxBrowser,3,CreatedThings,A,1,0,2,0.88,0,,,
Firing,3,MindsAndAgents,B,1,0,18,0.83,0,,,
FishingShip,3,CreatedThings,B,1,4,16,0.83,0,,,
FitbitDevice,3,CreatedThings,B,1,0,107,0.83,0,,,
FitnessExercise,3,MindsAndAgents,A,22,7,4,0.88,0,,,
FixedBridge,3,CreatedThings,B,1,0,61,0.83,0,,,
FixedHoliday,3,PhysicalWorld,A,1,2,4,0.88,0,,,
Flag,3,Information,A,2,1,8,0.88,0,,,
Flexion,3,PhysicalWorld,B,3,0,27,0.83,0,,,
Flooding,3,PhysicalWorld,B,2,2,11,0.83,0,,,
Floor,3,CreatedThings,B,1,0,61,0.83,0,,,
Flour,3,PhysicalWorld,A,5,5,4,0.88,0,,,
Flower,3,LivingThings,B,3,0,28,0.83,0,,,
FluidCylinder,3,CreatedThings,B,1,0,33,0.83,0,,,
FluidPowerDevice,3,CreatedThings,B,1,3,33,0.83,0,,,
Flying,3,PhysicalWorld,C,12,0,25,0.76,2,true_polysemy(medium); combined(critical),,
Flywheel,3,CreatedThings,B,2,0,33,0.83,0,,,
Fogging,3,PhysicalWorld,B,1,0,22,0.83,0,,,
FoodBlender,3,CreatedThings,B,1,0,82,0.83,0,,,
FoodMixer,3,CreatedThings,B,1,0,81,0.83,0,,,
FoodProcessingAppliance,3,CreatedThings,B,1,5,10,0.83,0,,,
FoodProcessor,3,CreatedThings,B,1,0,90,0.83,0,,,
FoodProduct,3,CreatedThings,B,1,1,18,0.83,0,,,
Foot,3,LivingThings,C,4,0,37,0.76,2,true_polysemy(medium); combined(critical),,
FootballManeuver,3,MindsAndAgents,B,1,2,11,0.83,0,,,
FootBone,3,LivingThings,B,1,3,14,0.83,0,,,
FordWheelRim,3,CreatedThings,A,1,0,1,0.88,0,,,
Forearm,3,LivingThings,A,1,0,5,0.88,0,,,
ForeignInternalDefense,3,MindsAndAgents,A,1,2,9,0.88,0,,,
Forest,3,PhysicalWorld,C,11,3,26,0.76,2,true_polysemy(medium); combined(critical),,
ForestProduct,3,CreatedThings,B,1,1,18,0.83,0,,,
FormalLanguage,3,Information,B,1,1,14,0.83,0,,,
FormalMeeting,3,MindsAndAgents,D,12,2,1,0.85,1,true_polysemy(medium),,
FormalSymbolicExpressionRepresentation,3,Information,A,1,0,0,0.88,0,,,
FormalVerificationProcess,3,MindsAndAgents,A,1,0,3,0.88,0,,,
FormOfAdaptationAttribute,3,Information,A,1,4,4,0.88,0,,,
FormOfGovernment,3,Information,A,1,0,0,0.88,0,,,
Founding,3,MindsAndAgents,B,5,0,19,0.83,0,,,
FourByFourTire,3,CreatedThings,A,1,0,2,0.88,0,,,
FourPosterBed,3,CreatedThings,A,1,0,0,0.88,0,,,
FourStrokeEngineCycle,3,PhysicalWorld,A,1,0,1,0.88,0,,,
FourWheelDriveVehicle,3,CreatedThings,B,1,0,10,0.83,0,,,
FramingProcess,3,MindsAndAgents,B,1,0,18,0.83,0,,,
FraudScenario,3,Information,A,1,0,1,0.88,0,,,
