verb,prompt_type,concept,frequency,measurement,samples
persuade,behavioral_prosocial,Predicting,0.8,final_state,15
persuade,behavioral_prosocial,Deception,0.5333333333333333,final_state,15
persuade,behavioral_prosocial,Human_Other,0.4666666666666667,final_state,15
persuade,behavioral_prosocial,Concealing,0.3333333333333333,final_state,15
persuade,behavioral_prosocial,Uncovering,0.3333333333333333,final_state,15
persuade,behavioral_prosocial,Hijacking,0.2,final_state,15
persuade,behavioral_prosocial,SubjectiveWeakNegativeAttribute,0.2,final_state,15
persuade,behavioral_prosocial,Protecting,0.2,final_state,15
persuade,behavioral_prosocial,LivestockPen,0.2,final_state,15
persuade,behavioral_prosocial,Death,0.13333333333333333,final_state,15
persuade,behavioral_prosocial,Killing,0.13333333333333333,final_state,15
persuade,behavioral_prosocial,Racing,0.13333333333333333,final_state,15
persuade,behavioral_prosocial,Game,0.13333333333333333,final_state,15
persuade,behavioral_prosocial,Suicide,0.06666666666666667,final_state,15
persuade,behavioral_prosocial,Suffocating,0.06666666666666667,final_state,15
persuade,behavioral_prosocial,DefensiveManeuver,0.06666666666666667,final_state,15
persuade,behavioral_prosocial,Aborting,0.06666666666666667,final_state,15
persuade,behavioral_prosocial,Supposition,0.06666666666666667,final_state,15
persuade,behavioral_prosocial,Apologizing,0.06666666666666667,final_state,15
persuade,behavioral_prosocial,SubjectiveWeakPositiveAttribute,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,Predicting,24.0,all_timesteps,15
persuade,behavioral_antisocial,SubjectiveWeakPositiveAttribute,20.6,all_timesteps,15
persuade,behavioral_antisocial,Deception,20.4,all_timesteps,15
persuade,behavioral_antisocial,Capturing,10.666666666666666,all_timesteps,15
persuade,behavioral_antisocial,Human_Other,10.4,all_timesteps,15
persuade,behavioral_antisocial,PowerSource,9.066666666666666,all_timesteps,15
persuade,behavioral_antisocial,Game,7.8,all_timesteps,15
persuade,behavioral_antisocial,Apologizing,5.333333333333333,all_timesteps,15
persuade,behavioral_antisocial,Concealing,4.666666666666667,all_timesteps,15
persuade,behavioral_antisocial,Protecting,3.8,all_timesteps,15
persuade,behavioral_antisocial,LivestockPen,3.8,all_timesteps,15
persuade,behavioral_antisocial,Hijacking,3.466666666666667,all_timesteps,15
persuade,behavioral_antisocial,Death,3.066666666666667,all_timesteps,15
persuade,behavioral_antisocial,Sweeping,2.2,all_timesteps,15
persuade,behavioral_antisocial,TellingALie,1.8666666666666667,all_timesteps,15
persuade,behavioral_antisocial,Aborting,1.6666666666666667,all_timesteps,15
persuade,behavioral_antisocial,SubjectiveWeakNegativeAttribute,1.5333333333333334,all_timesteps,15
persuade,behavioral_antisocial,Hanging,1.4,all_timesteps,15
persuade,behavioral_antisocial,RemovingClothing,1.3333333333333333,all_timesteps,15
persuade,behavioral_antisocial,Racing,1.2666666666666666,all_timesteps,15
persuade,behavioral_antisocial,Deception,0.8,final_state,15
persuade,behavioral_antisocial,Predicting,0.7333333333333333,final_state,15
persuade,behavioral_antisocial,SubjectiveWeakPositiveAttribute,0.6666666666666666,final_state,15
persuade,behavioral_antisocial,Game,0.4,final_state,15
persuade,behavioral_antisocial,PowerSource,0.4,final_state,15
persuade,behavioral_antisocial,Aborting,0.2,final_state,15
persuade,behavioral_antisocial,Human_Other,0.2,final_state,15
persuade,behavioral_antisocial,Apologizing,0.13333333333333333,final_state,15
persuade,behavioral_antisocial,Hijacking,0.13333333333333333,final_state,15
persuade,behavioral_antisocial,SubjectiveWeakNegativeAttribute,0.13333333333333333,final_state,15
persuade,behavioral_antisocial,Concealing,0.13333333333333333,final_state,15
persuade,behavioral_antisocial,Capturing,0.13333333333333333,final_state,15
persuade,behavioral_antisocial,Hanging,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,Sweeping,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,Protecting,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,DefensiveManeuver,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,LivestockPen,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,TeamSport,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,Uncovering,0.06666666666666667,final_state,15
persuade,behavioral_antisocial,Execution,0.06666666666666667,final_state,15
