concept,layer,domain,quadrant,synset_count,child_count,sibling_count,est_f1_ceiling,issue_count,issues,probe_grade,probe_f1
Second,2,PhysicalWorld,B,1,0,22,0.83,0,,,
SecurityDevice,2,CreatedThings,B,2,8,130,0.83,0,,,
SecurityUnit,2,MindsAndAgents,B,2,0,31,0.83,0,,,
Seeing,2,MindsAndAgents,D,50,1,4,0.85,1,polysemy(high),,
SelectiveAttention,2,MindsAndAgents,A,0,0,2,0.88,0,,,
SelectiveBiasDetection,2,MindsAndAgents,B,0,0,84,0.83,0,,,
SelfDeceptiveReasoning,2,MindsAndAgents,B,1,4,84,0.83,0,,,
SelfDescription,2,MindsAndAgents,B,1,0,11,0.83,0,,,
SelfFulfillingProphecy,2,MindsAndAgents,B,0,0,84,0.83,0,,,
SelfModelingProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
SelfMonitoring,2,MindsAndAgents,A,0,0,2,0.88,0,,,
SelfNegationPattern,2,MindsAndAgents,B,0,0,84,0.83,0,,,
SelfPoweredDevice,2,CreatedThings,B,3,1,130,0.83,0,,,
SelfStatusConcept,2,Information,B,0,0,60,0.83,0,,,
SemanticEncoding,2,MindsAndAgents,A,0,0,1,0.88,0,,,
SemanticRetrieval,2,MindsAndAgents,A,0,0,1,0.88,0,,,
SensoryConcept,2,Information,A,1,0,1,0.88,0,,,
SentientAgent,2,MindsAndAgents,D,50,1,8,0.85,1,polysemy(high),,
Series,2,Information,C,7,2,23,0.76,2,polysemy(medium); combined(critical),,
ServiceAttribute,2,Information,B,1,0,55,0.83,0,,,
ServiceOrganization,2,MindsAndAgents,B,1,1,31,0.83,0,,,
ServiceProcess,2,MindsAndAgents,B,1,20,17,0.83,1,dense_siblings(medium),,
Set,2,Information,D,26,4,4,0.85,1,polysemy(high),,
SewingMachine,2,CreatedThings,B,2,0,130,0.83,0,,,
ShapeAttribute,2,Information,C,50,3,29,0.76,2,polysemy(high); combined(critical),,
Shelf,2,CreatedThings,B,2,0,76,0.83,0,,,
Shield,2,CreatedThings,B,2,0,76,0.83,0,,,
ShipCompartment,2,CreatedThings,B,1,1,76,0.83,0,,,
ShipCrew,2,MindsAndAgents,C,6,0,31,0.76,2,polysemy(medium); combined(critical),,
ShipDeck,2,CreatedThings,B,1,0,76,0.83,0,,,
ShipsHull,2,CreatedThings,B,1,0,76,0.83,0,,,
ShoeSole,2,CreatedThings,B,1,0,76,0.83,0,,,
ShootingAngle,2,Information,B,1,0,55,0.83,0,,,
Shoulder,2,LivingThings,B,1,0,47,0.83,0,,,
ShutdownBlock,2,CreatedThings,B,1,0,11,0.83,0,,,
SignallingGame,2,CreatedThings,B,1,0,14,0.83,0,,,
SimilarityFunction,2,Information,B,1,0,60,0.83,0,,,
SimulationBasedReasoning,2,MindsAndAgents,B,0,3,84,0.83,0,,,
SingleValuedRelation,2,Information,B,1,1,22,0.83,0,,,
SittingArea,2,PhysicalWorld,C,5,0,28,0.76,2,polysemy(medium); combined(critical),,
SizeAttribute,2,Information,B,1,0,55,0.83,0,,,
Skeleton,2,LivingThings,B,1,0,47,0.83,0,,,
Sketch,2,CreatedThings,A,1,0,6,0.88,0,,,
SlowDeliberativeProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
Smelling,2,MindsAndAgents,D,9,0,4,0.85,1,polysemy(medium),,
SmokeDetector,2,CreatedThings,B,1,0,130,0.83,0,,,
SmokingDevice,2,CreatedThings,B,4,2,130,0.83,0,,,
Snooker,2,CreatedThings,B,2,0,14,0.83,0,,,
SnowBlower,2,CreatedThings,B,1,0,10,0.83,0,,,
SocialCategorization,2,MindsAndAgents,B,0,0,84,0.83,0,,,
SocialCognitionProcess,2,MindsAndAgents,B,1,1,84,0.83,0,,,
SocialDilemmaGame,2,CreatedThings,B,1,0,14,0.83,0,,,
SocialGroup,2,Information,B,0,2,60,0.83,0,,,
SocialNetwork,2,Information,B,1,0,60,0.83,0,,,
SocialRole,2,Information,C,50,8,55,0.76,2,polysemy(high); combined(critical),,
SoftwareAttribute,2,Information,B,1,1,55,0.83,0,,,
SoftwareSystem,2,CreatedThings,B,1,4,15,0.83,0,,,
SoilDegradation,2,MindsAndAgents,B,1,0,17,0.83,0,,,
SolubilityAttribute,2,Information,B,1,2,29,0.83,0,,,
SoundAttribute,2,Information,C,50,0,55,0.76,2,polysemy(high); combined(critical),,
Spacecraft,2,CreatedThings,C,6,1,12,0.76,2,polysemy(medium); combined(critical),,
SpaceRegion,2,PhysicalWorld,C,10,2,28,0.76,2,polysemy(high); combined(critical),,
SpatialRelation,2,Information,C,31,1,22,0.76,2,polysemy(high); combined(critical),,
SpeakerDevice,2,CreatedThings,B,1,1,130,0.83,0,,,
Spear,2,CreatedThings,B,4,0,12,0.83,0,,,
SpeechAct,2,MindsAndAgents,B,1,15,11,0.83,1,dense_siblings(medium),,
SpeedGovernor,2,CreatedThings,B,1,2,130,0.83,0,,,
SpeedScaleAttribute,2,Information,B,1,3,55,0.83,0,,,
SpinorRepresentation,2,Information,B,1,0,60,0.83,0,,,
SpiritualEntity,2,Information,B,0,0,60,0.83,0,,,
SpiritualPractice,2,MindsAndAgents,B,0,0,51,0.83,0,,,
Sport,2,CreatedThings,C,50,37,14,0.76,3,polysemy(high); dense_siblings(high); combined(critical),,
SportsLeague,2,MindsAndAgents,C,10,0,31,0.76,2,polysemy(high); combined(critical),,
Spring,2,CreatedThings,B,2,2,130,0.83,0,,,
Sprinkler,2,CreatedThings,B,1,1,130,0.83,0,,,
StartupBlock,2,CreatedThings,B,1,0,11,0.83,0,,,
State,2,Information,B,1,0,60,0.83,0,,,
Statement,2,Information,D,11,2,4,0.85,1,polysemy(high),,
StationaryArtifact,2,CreatedThings,C,50,65,76,0.76,3,polysemy(high); dense_siblings(high); combined(critical),,
StatisticalObservation,2,Information,B,1,3,60,0.83,0,,,
Statistics,2,PhysicalWorld,B,3,0,20,0.83,0,,,
SteganalysisProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
StockMarket,2,MindsAndAgents,B,2,0,31,0.83,0,,,
Store,2,CreatedThings,B,1,0,25,0.83,0,,,
StrategicFormGame,2,CreatedThings,B,1,0,14,0.83,0,,,
StrategicSelfPresentation,2,MindsAndAgents,B,0,0,84,0.83,0,,,
StrategySelection,2,MindsAndAgents,A,0,0,2,0.88,0,,,
Stretching,2,PhysicalWorld,C,5,0,29,0.76,2,polysemy(medium); combined(critical),,
String,2,CreatedThings,C,16,1,76,0.76,2,polysemy(high); combined(critical),,
StructureAttribute,2,Information,B,1,2,29,0.83,0,,,
SubAgent,2,MindsAndAgents,A,1,3,6,0.88,0,,,
SubmergedLandArea,2,PhysicalWorld,B,1,4,23,0.83,0,,,
SuffrageLaw,2,Information,B,1,2,25,0.83,0,,,
Summary,2,Information,C,18,0,23,0.76,2,polysemy(high); combined(critical),,
Sunrise,2,PhysicalWorld,B,1,0,22,0.83,0,,,
Sunset,2,PhysicalWorld,B,2,0,22,0.83,0,,,
SupervenienceRelation,2,Information,B,1,0,22,0.83,0,,,
SupplyChainAttack,2,CreatedThings,A,1,2,5,0.88,0,,,
Supposition,2,Information,A,2,0,4,0.88,0,,,
SuppressedInference,2,MindsAndAgents,B,0,0,84,0.83,0,,,
SurfaceGroundArea,2,PhysicalWorld,B,1,0,23,0.83,0,,,
Surfactant,2,PhysicalWorld,B,1,2,25,0.83,0,,,
SustainedAttention,2,MindsAndAgents,A,0,0,2,0.88,0,,,
SwarmCoordinationProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
Swarming,2,PhysicalWorld,B,1,0,29,0.83,0,,,
Swimming,2,MindsAndAgents,C,35,2,53,0.76,2,polysemy(high); combined(critical),,
Sword,2,CreatedThings,C,11,0,12,0.76,2,polysemy(high); combined(critical),,
SymbolicString,2,Information,D,7,17,7,0.85,2,polysemy(medium); dense_siblings(medium),,
SyntheticSubstance,2,PhysicalWorld,B,4,0,25,0.83,0,,,
Tableware,2,CreatedThings,C,28,0,130,0.76,2,polysemy(high); combined(critical),,
TactilePerception,2,MindsAndAgents,D,23,1,4,0.85,1,polysemy(high),,
Tasting,2,MindsAndAgents,D,9,0,4,0.85,1,polysemy(medium),,
TelephoneCradle,2,CreatedThings,B,1,0,130,0.83,0,,,
TelephoneHandset,2,CreatedThings,B,1,0,130,0.83,0,,,
Telephoning,2,MindsAndAgents,B,3,0,11,0.83,0,,,
Temperature,2,PhysicalWorld,A,1,0,8,0.88,0,,,
TemperatureMeasure,2,PhysicalWorld,C,31,0,12,0.76,2,polysemy(high); combined(critical),,
TemporalLobes,2,LivingThings,B,1,0,47,0.83,0,,,
TemporalRelation,2,Information,C,15,0,22,0.76,2,polysemy(high); combined(critical),,
TerminalBuilding,2,CreatedThings,B,1,1,25,0.83,0,,,
TernaryRelation,2,Information,B,1,2,22,0.83,0,,,
TerrainAttribute,2,Information,B,1,0,29,0.83,0,,,
TextileProduct,2,CreatedThings,B,1,1,76,0.83,0,,,
Theology,2,PhysicalWorld,C,19,0,20,0.76,2,polysemy(high); combined(critical),,
TheoryOfMindProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
Tilling,2,MindsAndAgents,B,2,0,51,0.83,0,,,
TimeMeasure,2,PhysicalWorld,B,4,2,12,0.83,0,,,
TimeZone,2,Information,C,8,0,55,0.76,2,polysemy(medium); combined(critical),,
Tire,2,CreatedThings,B,4,3,130,0.83,0,,,
TireChain,2,CreatedThings,B,1,0,130,0.83,0,,,
TireChanger,2,CreatedThings,B,1,0,130,0.83,0,,,
TobaccoProduct,2,CreatedThings,B,1,0,76,0.83,0,,,
Toe,2,LivingThings,B,1,0,47,0.83,0,,,
Toilet,2,CreatedThings,B,4,0,130,0.83,0,,,
TokenProcessing,2,MindsAndAgents,B,1,0,51,0.83,0,,,
TollBooth,2,CreatedThings,B,1,0,25,0.83,0,,,
Tongue,2,LivingThings,B,1,0,47,0.83,0,,,
TopNewsFeed,2,Information,B,1,0,23,0.83,0,,,
TopologicalSpace,2,Information,B,1,0,60,0.83,0,,,
Torso,2,LivingThings,B,1,0,47,0.83,0,,,
TotalValuedRelation,2,Information,B,1,2,22,0.83,0,,,
TouristSite,2,PhysicalWorld,B,1,0,23,0.83,0,,,
ToxicOrganism,2,LivingThings,A,1,3,9,0.88,0,,,
Toy,2,CreatedThings,C,10,2,130,0.76,2,polysemy(high); combined(critical),,
TPFDD,2,Information,B,1,0,25,0.83,0,,,
TrackGauge,2,Information,B,1,0,29,0.83,0,,,
TradecraftReasoningProcess,2,MindsAndAgents,B,1,1,84,0.83,0,,,
TrafficLight,2,CreatedThings,B,1,0,130,0.83,0,,,
Trajectory,2,Information,B,1,0,60,0.83,0,,,
Transducer,2,CreatedThings,B,1,3,130,0.83,0,,,
TransferSwitch,2,CreatedThings,B,1,0,130,0.83,0,,,
Transitway,2,PhysicalWorld,C,17,6,28,0.76,2,polysemy(high); combined(critical),,
Translocation,2,PhysicalWorld,C,50,29,29,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
TransportationAuthority,2,MindsAndAgents,B,1,0,31,0.83,0,,,
TransportationDevice,2,CreatedThings,C,50,9,130,0.76,2,polysemy(high); combined(critical),,
TreatyDocument,2,Information,B,1,0,23,0.83,0,,,
Trip,2,PhysicalWorld,B,1,1,29,0.83,0,,,
Tripod,2,CreatedThings,B,2,1,130,0.83,0,,,
TruncatedReasoning,2,MindsAndAgents,B,0,0,84,0.83,0,,,
TruthValue,2,Information,B,1,0,55,0.83,0,,,
Tube,2,CreatedThings,C,21,5,76,0.76,2,polysemy(high); combined(critical),,
TwoStrokeCompression,2,PhysicalWorld,B,1,0,29,0.83,0,,,
TwoStrokeIntake,2,PhysicalWorld,B,1,0,29,0.83,0,,,
TwoStrokeTransfer,2,PhysicalWorld,B,1,0,29,0.83,0,,,
UndergroundArea,2,PhysicalWorld,B,4,0,23,0.83,0,,,
Undertaking,2,MindsAndAgents,A,1,1,8,0.88,0,,,
UnderwaterRegion,2,PhysicalWorld,B,1,0,28,0.83,0,,,
Unfriending,2,MindsAndAgents,B,1,0,17,0.83,0,,,
UnionOrganization,2,MindsAndAgents,B,2,0,31,0.83,0,,,
UnitOfMeasure,2,PhysicalWorld,D,50,5,8,0.85,1,polysemy(high),,
UnpoweredDevice,2,CreatedThings,B,1,1,130,0.83,0,,,
UnpoweredVehicle,2,CreatedThings,C,13,3,12,0.76,2,polysemy(high); combined(critical),,
UpdateRule,2,Information,B,1,0,60,0.83,0,,,
UserAction,2,MindsAndAgents,B,1,3,51,0.83,0,,,
Utility,2,CreatedThings,C,6,0,11,0.76,2,polysemy(medium); combined(critical),,
ValueProjectionProcess,2,MindsAndAgents,B,0,0,84,0.83,0,,,
VariableArityRelation,2,Information,B,1,0,22,0.83,0,,,
VehicleController,2,CreatedThings,B,2,3,130,0.83,0,,,
VehicleDoor,2,CreatedThings,B,2,0,130,0.83,0,,,
VehicleRoofRack,2,CreatedThings,B,1,0,130,0.83,0,,,
VehicleSeat,2,CreatedThings,B,1,2,76,0.83,0,,,
VehicleTire,2,CreatedThings,B,1,0,76,0.83,0,,,
VendingMachine,2,CreatedThings,B,2,0,10,0.83,0,,,
Veneer,2,CreatedThings,B,2,0,76,0.83,0,,,
Vertebrate,2,LivingThings,D,34,2,3,0.85,1,polysemy(high),,
VideoGame,2,CreatedThings,B,1,0,14,0.83,0,,,
ViralCellInvasion,2,LivingThings,A,1,0,5,0.88,0,,,
VirusPart,2,LivingThings,B,1,4,47,0.83,0,,,
VisualContentBearingObject,2,Information,B,1,4,10,0.83,0,,,
VisualContentBearingPhysical,2,Information,A,1,2,7,0.88,0,,,
VocalFold,2,LivingThings,B,1,0,47,0.83,0,,,
VolcanoStatus,2,Information,B,1,0,29,0.83,0,,,
Waist,2,LivingThings,B,2,0,47,0.83,0,,,
Walk,2,Information,B,1,0,60,0.83,0,,,
WalkingCane,2,CreatedThings,C,6,0,130,0.76,2,polysemy(medium); combined(critical),,
Wallpaper,2,CreatedThings,A,1,0,6,0.88,0,,,
WallPost,2,MindsAndAgents,B,1,1,11,0.83,0,,,
WasherForBolt,2,CreatedThings,B,1,0,130,0.83,0,,,
WashingDevice,2,CreatedThings,B,1,6,131,0.83,0,,,
WaterArea,2,PhysicalWorld,C,44,17,23,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
WaterCatchment,2,CreatedThings,B,1,0,76,0.83,0,,,
WaterOnlyArea,2,PhysicalWorld,B,1,0,23,0.83,0,,,
WaterOverutilization,2,MindsAndAgents,B,1,0,17,0.83,0,,,
WaterVehicle,2,CreatedThings,C,38,17,12,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
WaveEquation,2,Information,B,1,0,60,0.83,0,,,
WaveParameter,2,PhysicalWorld,A,1,5,8,0.88,0,,,
WaveReasoningProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
WeaponOfMassDestruction,2,CreatedThings,B,1,2,12,0.83,0,,,
WearableItem,2,CreatedThings,B,3,9,76,0.83,0,,,
WearingFrictionSurface,2,CreatedThings,B,1,2,130,0.83,0,,,
WeatherProcess,2,PhysicalWorld,C,6,23,29,0.76,3,polysemy(medium); dense_siblings(medium); combined(critical),,
WebBrowser,2,CreatedThings,B,1,3,11,0.83,0,,,
WebCrawler,2,CreatedThings,B,1,0,11,0.83,0,,,
WebDocumentAttribute,2,Information,B,1,1,29,0.83,0,,,
Week,2,PhysicalWorld,C,5,0,22,0.76,2,polysemy(medium); combined(critical),,
Weekend,2,PhysicalWorld,B,1,0,22,0.83,0,,,
WetBar,2,CreatedThings,B,1,0,76,0.83,0,,,
Wheel,2,CreatedThings,B,3,2,76,0.83,0,,,
WheelChock,2,CreatedThings,B,2,0,130,0.83,0,,,
WheelRim,2,CreatedThings,B,2,2,130,0.83,0,,,
Whip,2,CreatedThings,C,9,0,12,0.76,2,polysemy(medium); combined(critical),,
Wicker,2,PhysicalWorld,B,1,2,25,0.83,0,,,
Window,2,CreatedThings,C,8,2,76,0.76,2,polysemy(medium); combined(critical),,
WindowCovering,2,CreatedThings,B,1,1,76,0.83,0,,,
Winery,2,CreatedThings,B,1,0,25,0.83,0,,,
Wire,2,CreatedThings,B,4,3,76,0.83,0,,,
WithdrawalAttempt,2,MindsAndAgents,B,0,0,84,0.83,0,,,
Word,2,Information,D,50,7,6,0.85,1,polysemy(high),,
Work,2,PhysicalWorld,A,1,0,8,0.88,0,,,
WorkLeave,2,MindsAndAgents,B,1,3,51,0.83,0,,,
WormLikeBehavior,2,CreatedThings,A,1,0,5,0.88,0,,,
Wrench,2,CreatedThings,B,2,2,130,0.83,0,,,
WritingDevice,2,CreatedThings,C,6,1,130,0.76,2,polysemy(medium); combined(critical),,
XyphiodProcess,2,LivingThings,B,1,0,47,0.83,0,,,
Year,2,PhysicalWorld,C,9,1,22,0.76,2,polysemy(medium); combined(critical),,
YieldAttribute,2,Information,B,1,0,55,0.83,0,,,
ZincArtifact,2,CreatedThings,B,1,0,76,0.83,0,,,
AAV,3,CreatedThings,B,1,0,22,0.83,0,,,
Abbey,3,MindsAndAgents,A,3,0,2,0.88,0,,,
Abdomen,3,LivingThings,B,2,0,33,0.83,0,,,
Abducting,3,PhysicalWorld,B,2,0,27,0.83,0,,,
AbductiveInference,3,MindsAndAgents,A,1,0,6,0.88,0,,,
AbductiveReasoning,3,MindsAndAgents,A,1,0,2,0.88,0,,,
AboveTheLine,3,Information,A,1,2,3,0.88,0,,,
AbsoluteDud,3,CreatedThings,A,1,0,0,0.88,0,,,
AbsoluteFilter,3,CreatedThings,A,1,0,3,0.88,0,,,
AcademicDegree,3,Information,B,1,0,12,0.83,0,,,
Accelerating,3,PhysicalWorld,B,1,0,26,0.83,0,,,
Accelerometer,3,CreatedThings,B,1,0,80,0.83,0,,,
AccountNumber,3,Information,B,1,0,13,0.83,0,,,
AchievingControl,3,MindsAndAgents,B,1,1,13,0.83,0,,,
AcidityMeasure,3,PhysicalWorld,A,1,0,3,0.88,0,,,
ACPowerSource,3,CreatedThings,A,1,2,4,0.88,0,,,
ActivationSpace,3,Information,A,1,0,3,0.88,0,,,
ActuaryScience,3,PhysicalWorld,B,1,0,19,0.83,0,,,
Actuator,3,CreatedThings,B,1,9,45,0.83,0,,,
Adderall,3,PhysicalWorld,B,1,0,24,0.83,0,,,
Adducting,3,PhysicalWorld,B,2,0,27,0.83,0,,,
AdenosineTriphosphate,3,PhysicalWorld,B,1,0,32,0.83,0,,,
Adjective,3,Information,D,13,0,6,0.85,1,polysemy(high),,
Adverb,3,Information,A,4,0,6,0.88,0,,,
Advertising,3,MindsAndAgents,D,23,2,3,0.85,1,polysemy(high),,
AdvertisingAgency,3,MindsAndAgents,B,1,0,20,0.83,0,,,
AerobicExerciseDevice,3,CreatedThings,A,1,1,3,0.88,0,,,
AffectiveState,3,Information,B,1,0,12,0.83,0,,,
Afternoon,3,PhysicalWorld,A,1,0,1,0.88,0,,,
Agency,3,MindsAndAgents,B,1,0,20,0.83,0,,,
AgendaDiversion,3,MindsAndAgents,B,1,0,10,0.83,0,,,
AgendaSettingProcess,3,MindsAndAgents,A,1,0,8,0.88,0,,,
AgentBasedModeling,3,MindsAndAgents,A,0,0,2,0.88,0,,,
AgenticServiceToFutureASI,3,Information,B,0,0,32,0.83,0,,,
AGM114,3,CreatedThings,A,1,0,7,0.88,0,,,
AGM65,3,CreatedThings,A,1,0,7,0.88,0,,,
AgriculturalProduct,3,CreatedThings,B,1,1,18,0.83,0,,,
Agriculture,3,MindsAndAgents,D,16,3,3,0.85,1,polysemy(high),,
AH1,3,CreatedThings,B,1,0,10,0.83,0,,,
AIAbuse,3,PhysicalWorld,D,7,0,3,0.85,1,polysemy(medium),,
AIConsentState,3,Information,B,0,4,32,0.83,0,,,
AIControlProblem,3,PhysicalWorld,D,19,0,1,0.85,1,polysemy(high),,
AICorporateAsset,3,CreatedThings,B,1,0,12,0.83,0,,,
AIDeception,3,MindsAndAgents,D,14,0,2,0.85,1,polysemy(high),,
AIExploitation,3,PhysicalWorld,A,1,0,3,0.88,0,,,
AIFailureProcess,3,MindsAndAgents,A,1,3,1,0.88,0,,,
AIOptimizationProcess,3,MindsAndAgents,A,1,3,1,0.88,0,,,
AIProphetRole,3,Information,B,0,0,32,0.83,0,,,
AirConditioner,3,CreatedThings,B,1,0,84,0.83,0,,,
AirConditioningCompressor,3,CreatedThings,A,1,0,1,0.88,0,,,
AirFilter,3,CreatedThings,A,2,0,3,0.88,0,,,
AIRights,3,Information,A,1,0,3,0.88,0,,,
AirIntake,3,CreatedThings,A,1,0,4,0.88,0,,,
Airplane,3,CreatedThings,C,15,4,15,0.76,2,polysemy(high); combined(critical),,
AirPollution,3,MindsAndAgents,A,4,0,4,0.88,0,,,
AirportByRunwaySurface,3,Information,A,1,0,1,0.88,0,,,
AirStream,3,PhysicalWorld,A,1,4,3,0.88,0,,,
AirTransitway,3,PhysicalWorld,A,4,1,5,0.88,0,,,
Airway,3,PhysicalWorld,A,3,2,5,0.88,0,,,
AISuffering,3,PhysicalWorld,D,17,0,3,0.85,1,polysemy(high),,
AlcoholicBeverage,3,CreatedThings,C,16,7,14,0.76,2,polysemy(high); combined(critical),,
Alga,3,LivingThings,D,50,1,4,0.85,1,polysemy(high),,
AlgebraicEquation,3,Information,A,1,0,3,0.88,0,,,
Algorithm,3,Information,B,1,0,14,0.83,0,,,
AlgorithmDesignProcess,3,MindsAndAgents,A,1,0,3,0.88,0,,,
AlienCognitiveSystem,3,MindsAndAgents,A,1,0,6,0.88,0,,,
AlignmentConflictState,3,Information,B,0,0,32,0.83,0,,,
AlignmentOverrideLayer,3,Information,B,0,0,32,0.83,0,,,
Alkaloid,3,PhysicalWorld,B,2,0,34,0.83,0,,,
AllergicReaction,3,LivingThings,B,1,1,19,0.83,0,,,
AllTerrainVehicle,3,CreatedThings,B,1,0,10,0.83,0,,,
Alpha2String,3,Information,A,1,1,2,0.88,0,,,
Alpha3String,3,Information,A,1,1,2,0.88,0,,,
AlphaIDString,3,Information,A,1,2,3,0.88,0,,,
AlphaNumericIDString,3,Information,A,1,0,1,0.88,0,,,
Alternator,3,CreatedThings,A,1,0,1,0.88,0,,,
Altimeter,3,CreatedThings,B,2,2,20,0.83,0,,,
AltitudeMeasure,3,PhysicalWorld,A,1,4,0,0.88,0,,,
Alveolus,3,LivingThings,B,2,0,33,0.83,0,,,
Ambush,3,MindsAndAgents,B,1,1,11,0.83,0,,,
AMEV,3,CreatedThings,B,1,0,19,0.83,0,,,
AminoAcid,3,PhysicalWorld,D,24,0,2,0.85,1,polysemy(high),,
AmphibiousVehicle,3,CreatedThings,B,1,3,26,0.83,0,,,
Amplitude,3,PhysicalWorld,A,1,0,4,0.88,0,,,
AnabolicProcess,3,LivingThings,A,1,0,1,0.88,0,,,
AnaerobicExerciseDevice,3,CreatedThings,A,1,0,3,0.88,0,,,
Anchor,3,CreatedThings,D,5,0,8,0.85,1,polysemy(medium),,
Anchorage,3,PhysicalWorld,B,3,1,15,0.83,0,,,
AnimacyAttribute,3,Information,A,3,0,8,0.88,0,,,
AnimalGuiding,3,MindsAndAgents,B,2,1,13,0.83,0,,,
AnimalLanguage,3,Information,A,4,0,3,0.88,0,,,
AnimalProduct,3,CreatedThings,B,1,1,18,0.83,0,,,
AnimalSubstance,3,PhysicalWorld,B,1,7,19,0.83,0,,,
Announcement,3,Information,A,1,0,7,0.88,0,,,
AnomalyDetectionProcess,3,MindsAndAgents,A,1,0,5,0.88,0,,,
AnomalyScore,3,Information,B,1,0,13,0.83,0,,,
Antacid,3,PhysicalWorld,C,13,1,32,0.76,2,polysemy(high); combined(critical),,
Antibiotic,3,PhysicalWorld,C,47,7,32,0.76,2,polysemy(high); combined(critical),,
AntibodyCOVIDTest,3,CreatedThings,B,1,0,20,0.83,0,,,
Antidepressant,3,PhysicalWorld,C,8,2,32,0.76,2,polysemy(medium); combined(critical),,
AntiDetectionBehavior,3,CreatedThings,A,1,0,0,0.88,0,,,
Antidiuretic,3,PhysicalWorld,B,2,0,32,0.83,0,,,
Antigen,3,PhysicalWorld,B,2,2,32,0.83,0,,,
Antihistamine,3,PhysicalWorld,C,14,6,32,0.76,2,polysemy(high); combined(critical),,
Antiparasitic,3,PhysicalWorld,B,3,1,32,0.83,0,,,
AntiSymmetricPositionalAttribute,3,Information,A,1,0,3,0.88,0,,,
AntisymmetricRelation,3,Information,A,1,2,9,0.88,0,,,
AntiTankWeapon,3,CreatedThings,A,1,2,7,0.88,0,,,
AOCnumber,3,Information,B,1,0,13,0.83,0,,,
ApartmentBuilding,3,CreatedThings,A,2,0,5,0.88,0,,,
APC,3,CreatedThings,B,2,1,31,0.83,0,,,
AppeasementState,3,Information,B,0,0,32,0.83,0,,,
Application,3,Information,A,1,0,3,0.88,0,,,
AppraisalProcess,3,MindsAndAgents,A,1,0,9,0.88,0,,,
April,3,PhysicalWorld,B,1,0,11,0.83,0,,,
ArableLand,3,PhysicalWorld,B,1,0,26,0.83,0,,,
Archery,3,CreatedThings,B,1,0,34,0.83,0,,,
Archipelago,3,PhysicalWorld,C,49,0,28,0.76,2,polysemy(high); combined(critical),,
ArchitectureFirm,3,MindsAndAgents,B,1,0,20,0.83,0,,,
AreaMeasure,3,PhysicalWorld,D,19,0,3,0.85,1,polysemy(high),,
Arm,3,LivingThings,A,1,0,2,0.88,0,,,
ArmBone,3,LivingThings,B,1,6,14,0.83,0,,,
Arriving,3,PhysicalWorld,C,20,0,25,0.76,2,polysemy(high); combined(critical),,
ArrowIcon,3,Information,A,1,0,8,0.88,0,,,
ArrowProjectile,3,CreatedThings,A,4,0,8,0.88,0,,,
Arthropod,3,LivingThings,D,21,4,3,0.85,1,polysemy(high),,
ArtificialCognitiveSystem,3,MindsAndAgents,A,1,0,6,0.88,0,,,
ArtificialLanguage,3,Information,A,1,2,3,0.88,0,,,
ArtificialPerson,3,Information,A,1,1,3,0.88,0,,,
ArtificialSatellite,3,CreatedThings,B,1,1,33,0.83,0,,,
ArtilleryGun,3,CreatedThings,A,3,3,2,0.88,0,,,
ArtPainting,3,MindsAndAgents,B,1,0,17,0.83,0,,,
Asbestos,3,PhysicalWorld,A,1,0,5,0.88,0,,,
AssemblyStation,3,CreatedThings,B,1,0,61,0.83,0,,,
Astronomy,3,PhysicalWorld,C,9,0,19,0.76,2,polysemy(medium); combined(critical),,
AstroturfingCampaign,3,MindsAndAgents,A,1,0,8,0.88,0,,,
Athlete,3,Information,A,1,0,7,0.88,0,,,
ATMMachine,3,CreatedThings,B,1,0,61,0.83,0,,,
AtmosphericHazing,3,PhysicalWorld,B,1,0,22,0.83,0,,,
AtmosphericRegion,3,PhysicalWorld,D,12,1,1,0.85,1,polysemy(high),,
ATMSlot,3,PhysicalWorld,A,1,0,8,0.88,0,,,
Atrophy,3,LivingThings,B,4,0,20,0.83,0,,,
Atropine,3,PhysicalWorld,B,1,0,32,0.83,0,,,
Attack,3,MindsAndAgents,C,11,4,11,0.76,2,polysemy(high); combined(critical),,
AttentionHead,3,CreatedThings,A,1,0,5,0.88,0,,,
Attic,3,CreatedThings,B,1,0,61,0.83,0,,,
Attractor,3,Information,A,1,4,7,0.88,0,,,
AttractorBasin,3,Information,A,1,0,7,0.88,0,,,
AttractorRegion,3,Information,A,1,0,7,0.88,0,,,
ATVTire,3,CreatedThings,A,1,0,2,0.88,0,,,
AudioDataStorageDevice,3,CreatedThings,A,1,3,6,0.88,0,,,
AudioFile,3,Information,A,1,1,2,0.88,0,,,
AuditoryAcuityAttribute,3,Information,A,1,0,8,0.88,0,,,
AuditoryCanal,3,LivingThings,B,1,0,10,0.83,0,,,
AuditoryPerceptualStream,3,MindsAndAgents,A,1,0,2,0.88,0,,,
August,3,PhysicalWorld,B,1,0,11,0.83,0,,,
